JoinField,JoinField2,JoinField3,Jurisdiction,Precinct,V_20_VAP_White_pct,V_20_VAP_Hispanic_pct,V_20_VAP_Black_pct,V_20_VAP_Asian_pct,V_20_VAP_Native_pct,V_20_VAP_Pacific_pct,bach_pct,owner_pct,renter_pct,drive_pct,transit_pct,walk_pct,bike_pct,wfh_pct,X_22_2022_Age_Age_0_9_pct,X_22_2022_Age_Age_10_19_pct,X_22_2022_Age_Age_20_29_pct,X_22_2022_Age_Age_30_39_pct,X_22_2022_Age_Age_40_49_pct,X_22_2022_Age_Age_50_59_pct,X_22_2022_Age_Age_60_69_pct,X_22_2022_Age_Age_70_79_pct,X_22_2022_Age_Age_O79_pct,X_22_2022_Household_Income_U10K_pct,X_22_2022_Household_Income_10_15K_pct,X_22_2022_Household_Income_15_20K_pct,X_22_2022_Household_Income_20_25K_pct,X_22_2022_Household_Income_25_30K_pct,X_22_2022_Household_Income_30_35K_pct,X_22_2022_Household_Income_35_40K_pct,X_22_2022_Household_Income_40_45K_pct,X_22_2022_Household_Income_45_50K_pct,X_22_2022_Household_Income_50_60K_pct,X_22_2022_Household_Income_60_75K_pct,X_22_2022_Household_Income_75_100K_pct,X_22_2022_Household_Income_100_125K_pct,X_22_2022_Household_Income_125_150K_pct,X_22_2022_Household_Income_150_200K_pct,X_22_2022_Household_Income_O200K_pct,ward_preci,prog_score,estimated_turnout_high,estimated_turnout,estimated_turnout_low,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh,tot_cohabitating_couples,straight_cohabitating,lgbt_cohabitating,mlm_cohabitating,wlw_cohabitating,lgbt_pct,mlm_pct,wlw_pct
CITY OF CHICAGO:WARD 50 PRECINCT 06,CITY OF CHICAGO:WARD 50 PRECINCT 06,CITY OF CHICAGO:Ward 50 Precinct 06,CITY OF CHICAGO,Ward 50 Precinct 06,0.521952237,0.165509455,0.143886061,0.15201453,0.023652687,0.001862731,0.387,0.7042,0.2958,0.6353,0.1655,0.0317,0.0605,0.107,0.118073545,0.092792606,0.094615415,0.135201469,0.090722051,0.170818329,0.16282973,0.081789908,0.053156948,0.020407073,0.039915844,0.03143544,0.013215675,0.022038369,0.051842513,0.045457581,0.062027687,0.006061014,0.055355564,0.109672569,0.14843966,0.039433312,0.0529178,0.100348966,0.201430933,50006,0.047236814,350,233,155,0.30986,0.24496879,57,0.58758,0.283146137,58,0.08606,0.184691998,38,0.01436,0.121476202,25,0.00078,0.046822082,10,0.00102,0.054779799,11,0.00034,0.034123693,7,223.8862144,221.4013507,9.193995439,7.206104481,1.987890958,0.041065483,0.032186459,0.008879023
CITY OF CHICAGO:WARD 48 PRECINCT 13,CITY OF CHICAGO:WARD 48 PRECINCT 13,CITY OF CHICAGO:Ward 48 Precinct 13,CITY OF CHICAGO,Ward 48 Precinct 13,0.520830179,0.075144659,0.087452839,0.141220137,0.011012579,3.56E-10,0.5818,0.6725,0.3275,0.3756,0.3325,0,0.0517,0.2403,5.88E-09,0.121124838,0.108239212,0.099219241,0.13143327,0.128856145,0.126279022,0.066360939,0.048965337,0.059785739,0.047828574,0.009783121,0.011957154,0.052176622,0.006522081,0.022827275,0.016305196,0.045654551,0.083700002,0.153268841,0.141311691,0.03369741,0.036958446,0.050002602,0.058698704,48013,0.195025843,587,391,261,0.31328,0.245720417,96,0.5847,0.282996784,58,0.08602,0.184353238,38,0.0141,0.121841149,25,0.00054,0.04659252,10,0.00088,0.054029105,11,0.00048,0.034718013,7,56.27918184,52.28990167,8.637550588,7.936187162,0.701363426,0.153476833,0.141014615,0.012462218
CITY OF CHICAGO:WARD 48 PRECINCT 17,CITY OF CHICAGO:WARD 48 PRECINCT 17,CITY OF CHICAGO:Ward 48 Precinct 17,CITY OF CHICAGO,Ward 48 Precinct 17,0.508076355,0.066079294,0.146842873,0.255506595,0.016152716,1.07E-11,0.5991,0.4475,0.5525,0.3177,0.3272,0.0498,0.0239,0.2561,0.031645568,0.003797471,0.069620254,0.206329106,0.132911387,0.203797461,0.137974681,0.11898734,0.094936709,0.099650347,0.02797203,0.043706293,0.066433563,0.019230769,0.047202797,0.017482517,0.034965037,0.04020979,0.083916079,0.066433569,0.096153845,0.24825173,0.026223776,0.019230769,0.062937063,48017,-0.139639561,257,171,114,0.31024,0.245404753,42,0.58758,0.283057419,58,0.08558,0.184386641,38,0.0146,0.121909177,25,0.00062,0.045537927,9,0.001,0.054856324,11,0.00038,0.033923464,7,420.1779119,387.4735862,71.94655692,54.97575426,16.97080266,0.171228794,0.13083923,0.040389564
CITY OF CHICAGO:WARD 50 PRECINCT 13,CITY OF CHICAGO:WARD 50 PRECINCT 13,CITY OF CHICAGO:Ward 50 Precinct 13,CITY OF CHICAGO,Ward 50 Precinct 13,0.340675811,0.226174387,0.08951552,0.340396073,0.014160971,0.001019559,0.4257,0.6467,0.3533,0.7501,0.0796,0,0.0441,0.1153,0.138982606,0.165732634,0.096299843,0.1535561,0.141616982,0.094212024,0.134115914,0.061675597,0.0138083,0.058430554,0.019533916,0.029079947,0.033126744,0.041816954,0.030472241,0.015202186,0.026611697,0.033659615,0.084079405,0.063356291,0.119494292,0.09543524,0.115278801,0.058715566,0.175706551,50013,0.175131094,546,364,243,0.30964,0.245898753,90,0.58752,0.282801957,58,0.08556,0.183977427,38,0.01512,0.12264818,25,0.00062,0.046269309,10,0.001,0.053984131,11,0.00054,0.034651826,7,589.230008,585.3453024,14.87022677,9.488064492,5.382162278,0.02523671,0.01610248,0.00913423
CITY OF CHICAGO:WARD 50 PRECINCT 03,CITY OF CHICAGO:WARD 50 PRECINCT 03,CITY OF CHICAGO:Ward 50 Precinct 03,CITY OF CHICAGO,Ward 50 Precinct 03,0.475569515,0.143770666,0.129174508,0.242442599,0.020238796,0.000694491,0.3261,0.8229,0.1771,0.6721,0.2339,0,0.0115,0.042,0.226818427,0.161728817,0.08008675,0.084172723,0.18556689,0.158695843,0.057504015,0.036588157,0.008838379,1.79E-09,0.01350081,6.20E-10,0.008556699,1.05E-09,8.41E-10,0.007269667,0.062617996,0.017113398,1.34E-09,0.05976016,0.205440486,0.098010477,0.196949589,0.098085949,0.232694763,50003,-0.202768852,426,284,189,0.31024,0.245509047,70,0.58824,0.282600563,58,0.08546,0.183880924,38,0.0139,0.12214057,25,0.00066,0.046191754,10,0.00108,0.054550422,11,0.00042,0.033773476,7,282.8265735,280.560665,5.149792108,2.677891955,2.471900153,0.018208304,0.009468318,0.008739986
CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:Ward 50 Precinct 25,CITY OF CHICAGO,Ward 50 Precinct 25,0.565565561,0.091091093,0.031031032,0.296296298,0.002002003,0.001001001,0.4335,0.8182,0.1818,0.7447,0.083,0.0186,0,0.0607,0.100393701,0.170603675,0.078083992,0.076115486,0.140419949,0.106955383,0.137139107,0.075459318,0.114829393,0.093607304,0.018264841,0.00913242,0.006849316,0.052511417,7.87E-10,3.36E-09,1.80E-09,0.0456621,0.066210044,0.232876708,0.038812786,0.052511418,0.045662102,0.116438354,0.221461183,50025,-0.197516503,125,83,55,0.31236,0.245588152,20,0.58632,0.282465374,58,0.08522,0.184379952,38,0.0136,0.121903751,25,0.001,0.046483544,10,0.0011,0.054382107,11,0.0004,0.03444057,7,115.8176965,114.977568,1.6802569,1.320201803,0.360055097,0.014507773,0.011398964,0.003108809
CITY OF CHICAGO:WARD 48 PRECINCT 24,CITY OF CHICAGO:WARD 48 PRECINCT 24,CITY OF CHICAGO:Ward 48 Precinct 24,CITY OF CHICAGO,Ward 48 Precinct 24,0.571083637,0.096425086,0.178613611,0.148176116,0.011599893,0.000471749,0.4626,0.3435,0.6565,0.4877,0.282,0.0026,0.0225,0.1751,0.014428457,0.055673208,0.076948379,0.238331927,0.1505497,0.1534983,0.125898653,0.075870845,0.108800521,0.065308288,0.030683236,0.031349826,0.112690851,0.034285985,0.023679738,0.02335366,0.068268978,0.036748899,0.034454799,0.190560418,0.126872431,0.068253108,0.033143264,0.025465961,0.094880549,48024,-0.083092415,881,587,391,0.31018,0.245529635,144,0.58878,0.282953316,58,0.08464,0.183610271,38,0.01404,0.122175539,25,0.00088,0.04646979,10,0.00094,0.054192958,11,0.00054,0.033994069,7,446.3500784,420.6067286,62.18009109,54.25906023,7.921030853,0.139307898,0.121561668,0.017746229
CITY OF CHICAGO:WARD 50 PRECINCT 05,CITY OF CHICAGO:WARD 50 PRECINCT 05,CITY OF CHICAGO:Ward 50 Precinct 05,CITY OF CHICAGO,Ward 50 Precinct 05,0.514108344,0.230590342,0.114021704,0.127864487,0.026685471,0.004028364,0.3192,0.5823,0.4177,0.5605,0.246,0.0151,0.0162,0.1172,0.127394033,0.205798172,0.094713078,0.092723505,0.168231367,0.079915625,0.131944371,0.050069423,0.049210424,0.008113289,0.043857588,0.012252968,0.01167519,0.026368122,0.01692073,0.024850027,0.025032023,0.023710927,0.145323596,0.119851333,0.149900262,0.041260955,0.060932843,0.038426631,0.251523516,50005,-0.028620406,744,496,331,0.31084,0.24524882,122,0.5884,0.283121261,58,0.0843,0.184135653,38,0.01454,0.121698041,25,0.0007,0.046232858,10,0.00094,0.054656729,11,0.00028,0.033905825,7,450.0806171,445.0852719,18.48277747,14.48650118,3.996276287,0.041065482,0.032186459,0.008879023
CITY OF CHICAGO:WARD 48 PRECINCT 09,CITY OF CHICAGO:WARD 48 PRECINCT 09,CITY OF CHICAGO:Ward 48 Precinct 09,CITY OF CHICAGO,Ward 48 Precinct 09,0.53352715,0.096929771,0.098501618,0.258618198,0.010510748,0.000926944,0.5731,0.6432,0.3568,0.4014,0.3632,0.0202,0.0426,0.1614,0.064279328,0.086804877,0.113462404,0.182464974,0.124772247,0.108961881,0.127327898,0.140724974,0.051201418,0.15533084,0.038073441,0.074504147,0.015157444,0.011941062,0.064053939,0.02106601,0.026532646,0.036596299,0.019064144,0.061955564,0.097143806,0.07388239,0.084636884,0.10085749,0.119203894,48009,0.058176739,231,154,103,0.31108,0.245503004,38,0.58886,0.282595283,58,0.08286,0.184228575,38,0.01486,0.122045892,25,0.00082,0.046378756,10,0.00096,0.054701107,11,0.00056,0.034075812,7,200.448039,192.9017599,27.3552618,23.11047979,4.244782007,0.136470588,0.115294118,0.021176471
CITY OF CHICAGO:WARD 48 PRECINCT 23,CITY OF CHICAGO:WARD 48 PRECINCT 23,CITY OF CHICAGO:Ward 48 Precinct 23,CITY OF CHICAGO,Ward 48 Precinct 23,0.574468082,0.075435204,0.112185689,0.23017408,0.010638298,0.000967118,0.5615,0.4099,0.5901,0.2921,0.4911,0.0495,0.037,0.107,0.037760417,1.30E-09,0.132812496,0.134114588,0.07682292,0.180989584,0.154947916,0.087239584,0.195312494,0.110062892,2.84E-09,0.044025157,0.059748429,0.037735848,0.011006291,0.062893079,0.029874215,0.011006291,0.006289312,0.160377352,0.17295597,0.163522017,0.077044022,0.009433963,0.044025158,48023,-0.004596029,536,357,238,0.3197,0.248976576,89,0.58872,0.285751408,59,0.07744,0.181610853,37,0.01192,0.117925336,24,0.0009,0.046265295,10,0.00098,0.054021353,11,0.00034,0.034116692,7,32.06101875,30.2118916,4.466353189,3.897390954,0.568962235,0.1393079,0.121561669,0.017746231
CITY OF CHICAGO:WARD 50 PRECINCT 11,CITY OF CHICAGO:WARD 50 PRECINCT 11,CITY OF CHICAGO:Ward 50 Precinct 11,CITY OF CHICAGO,Ward 50 Precinct 11,0.750659992,0.100818733,0.044239761,0.0750849,0.015743841,9.99E-11,0.2576,0.6333,0.3667,0.7426,0.1347,0,0.0507,0.048,0.219544978,0.239110714,0.077978201,0.186029604,0.084629532,0.026217072,0.059085469,0.085276504,0.022127925,0.189219621,2.58E-09,1.41E-09,7.58E-10,0.033774709,0.041506251,1.61E-09,0.020753126,3.74E-10,0.064231387,0.056812839,0.111653667,0.090744045,0.071806433,0.213603778,0.105894138,50011,-1.184301447,491,327,218,0.65718,0.299897019,98,0.26926,0.246596945,51,0.06766,0.183334189,38,0.00356,0.091949829,19,0.00122,0.05968691,12,0.00058,0.055564429,11,0.00054,0.034588615,7,375.5135691,373.6035306,5.730115678,3.056061785,2.674053893,0.01525941,0.008138352,0.007121058
CITY OF CHICAGO:WARD 50 PRECINCT 23,CITY OF CHICAGO:WARD 50 PRECINCT 23,CITY OF CHICAGO:Ward 50 Precinct 23,CITY OF CHICAGO,Ward 50 Precinct 23,0.37553525,0.181461505,0.080091619,0.351983203,0.012219934,0.001077157,0.2243,0.5031,0.4969,0.7973,0.0491,0,0.0536,0.0436,0.116605719,0.256752514,0.14788291,0.102381181,0.163206847,0.077585481,0.066416456,0.056106749,0.013062143,0.090115807,0.005917761,0.048402469,0.005417809,0.060530142,0.018028755,0.08476721,0.011650099,0.035797126,0.062268468,0.067701393,0.239688498,0.060733115,0.034399976,0.027034043,0.147547329,50023,-0.507803519,452,301,201,0.66876,0.301423861,91,0.26656,0.247362022,51,0.05934,0.178246712,37,0.00366,0.093885918,19,0.00094,0.059650724,12,0.00042,0.055437188,11,0.00032,0.034497112,7,707.0906507,701.2484373,19.24641727,10.44205608,8.80436118,0.027219165,0.014767634,0.012451531
MCHENRY:ALG 26,MCHENRY:ALGONQUIN ALG 26,MCHENRY:ALG 26,MCHENRY,ALG 26,0.764390351,0.176187873,0.007394841,0.02833127,0.032843244,0.000910422,0.0878,0.8921,0.1079,0.9264,0.0011,0,0,0.0725,0.206598565,0.04971113,0.188184021,0.214667063,0.070636207,0.076284257,0.113600438,0.054700555,0.025617764,0.005519641,0.001858707,0.005508704,6.93E-05,0.029333414,0.07665477,0.040170614,0.083972505,0.043827052,0.069808934,0.08283802,0.220136695,0.159044003,0.124097213,0.014944981,0.04221544,,-0.295673894,162,108,72,0.40264,0.276279529,30,0.5361,0.292982917,60,0.0587,0.184259138,38,0.00154,0.073938848,15,0.00044,0.050180981,10,0.00032,0.055435659,11,0.00026,0.033915541,7,229.4902508,229.1909687,1.855913133,0.45455783,1.401355303,0.008087111,0.001980728,0.006106383
CITY OF CHICAGO:WARD 48 PRECINCT 22,CITY OF CHICAGO:WARD 48 PRECINCT 22,CITY OF CHICAGO:Ward 48 Precinct 22,CITY OF CHICAGO,Ward 48 Precinct 22,0.62149366,0.090077088,0.119764469,0.158553577,0.008995602,0.00019183,0.447,0.8933,0.1067,0.3442,0.4675,0,0.0779,0.1104,0.019136647,0.00970025,0.117076466,0.090232409,0.040002366,0.218738067,0.173021134,0.232160072,0.099932589,0.031055446,0.031482924,5.69E-09,0.068578428,0.018547778,0.053264452,1.03E-08,0.037095521,1.72E-08,0.062538362,0.164978528,0.140390678,0.052836978,0.124649185,0.152470824,0.062110865,48022,0.062685948,476,317,211,0.33114,0.257348922,82,0.60084,0.292977779,60,0.05868,0.176476706,36,0.00788,0.108419985,22,0.00046,0.043914448,9,0.0007,0.054755828,11,0.0003,0.034708942,7,14.14588037,13.18864034,2.084656083,1.701760141,0.382895942,0.147368423,0.120300759,0.027067664
CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:Ward 50 Precinct 27,CITY OF CHICAGO,Ward 50 Precinct 27,0.706552709,0.074074065,0.025641028,0.188034195,1.16E-09,6.15E-10,0.4456,0.8191,0.1809,0.7769,0.1172,0,0.0099,0.096,0.025229408,0.034403677,0.061926605,0.077981685,0.17201832,0.110091738,0.208715567,0.165137596,0.144495405,0.019157101,0.068965519,0.072796934,0.038314173,0.030651339,0.015325678,0.057471254,0.049808423,0.019157085,0.042145593,0.222222192,0.180076605,0.068965525,0.053639856,0.034482801,0.02681992,50027,-0.150290253,102,68,45,0.3345,0.259200876,18,0.60066,0.293922111,61,0.0572,0.175468933,36,0.0062,0.106215526,22,0.00058,0.044127912,9,0.00054,0.054224671,11,0.00032,0.034439329,7,39.45230639,39.25163342,0.602018915,0.321076754,0.280942161,0.01525941,0.008138352,0.007121058
CITY OF CHICAGO:WARD 50 PRECINCT 16,CITY OF CHICAGO:WARD 50 PRECINCT 16,CITY OF CHICAGO:Ward 50 Precinct 16,CITY OF CHICAGO,Ward 50 Precinct 16,0.795454515,0.012987032,0.03571429,0.14285714,0.003246752,1.73E-10,0.4456,0.8191,0.1809,0.7769,0.1172,0,0.0099,0.096,0.027932999,0.036312875,0.064245813,0.075418997,0.170391051,0.106145237,0.20670389,0.164804451,0.148044675,0.018604653,0.069767438,0.069767429,0.037209298,0.032558135,0.018604652,0.055813946,0.051162786,0.018604651,0.041860458,0.218604624,0.176744177,0.069767454,0.055813964,0.037209329,0.027906994,50016,-0.305479244,128,85,57,0.33384,0.259576948,22,0.60322,0.294748163,61,0.05504,0.17545332,36,0.00634,0.106024872,22,0.00058,0.043317218,9,0.00066,0.055309963,11,0.00032,0.034035464,7,42.56921883,42.35269177,0.649581165,0.346443285,0.303137879,0.01525941,0.008138352,0.007121058
MCHENRY:ALG 30,MCHENRY:ALGONQUIN ALG 30,MCHENRY:ALG 30,MCHENRY,ALG 30,0.734137973,0.176897587,0.03352257,0.04380322,0.016168102,0.001233582,0.1802,0.7548,0.2452,0.8705,0.0316,0,0,0.0978,0.105147119,0.150848491,0.149177884,0.204615165,0.124471426,0.135932091,0.083105509,0.036264181,0.010438134,0.016165383,8.26E-05,0.013072159,0.011919057,0.017855797,0.016923239,0.051855592,0.115238019,0.036532445,0.074083591,0.101273393,0.155880997,0.143272534,0.079307853,0.097276165,0.069261193,,0.003898157,78,52,35,0.40772,0.277354166,14,0.5351,0.293884457,61,0.05418,0.181533015,37,0.00178,0.075313257,16,0.0007,0.049698007,10,0.00032,0.055318087,11,0.0002,0.034354469,7,301.3173053,300.813632,2.619831625,0.631552987,1.988278638,0.008694594,0.002095973,0.006598621
COOK:9600043,COOK:9600043,COOK:Wheeling Precinct 43,COOK,Wheeling Precinct 43,0.514124836,0.058352424,0.034813483,0.384542509,0.004924784,0.000543862,0.6061,0.5674,0.4326,0.6874,0.025,0,0,0.199,0.03766628,0.03392368,0.203111888,0.242403296,0.159232737,0.072423126,0.111256468,0.070910388,0.069072139,0.007785581,0.005140018,0.054749003,0.014567114,2.85E-05,7.60E-06,2.87E-05,0.017981286,0.005159424,0.062501248,0.140375206,0.134464457,0.080504852,0.177949994,0.069382552,0.229374422,,-0.333681078,332,221,147,0.4096,0.27778283,61,0.5338,0.29374146,61,0.05402,0.181358834,37,0.00152,0.075739081,16,0.00044,0.050255675,10,0.00038,0.054080437,11,0.00024,0.033830802,7,392.8140441,391.9679812,2.325482758,1.479627985,0.845854773,0.00592006,0.003766739,0.002153321
CITY OF CHICAGO:WARD 50 PRECINCT 09,CITY OF CHICAGO:WARD 50 PRECINCT 09,CITY OF CHICAGO:Ward 50 Precinct 09,CITY OF CHICAGO,Ward 50 Precinct 09,0.74966352,0.036339168,0.025572006,0.165545088,2.46E-10,4.28E-11,0.4456,0.8191,0.1809,0.7769,0.1172,0,0.0099,0.096,0.027874564,0.034843207,0.063879209,0.075493612,0.170731706,0.109175375,0.205574911,0.164924506,0.147502904,0.019267823,0.069364161,0.071290943,0.036608863,0.030828516,0.017341041,0.057803467,0.05202312,0.019267823,0.040462428,0.219653176,0.177263968,0.069364162,0.053949904,0.036608864,0.028901735,50009,-0.188183878,179,119,79,0.3372,0.259319326,31,0.60126,0.294450697,61,0.05368,0.175339574,36,0.00634,0.106720168,22,0.00052,0.043967315,9,0.00062,0.053955812,11,0.00038,0.033853005,7,39.81163902,39.60913832,0.60750212,0.32400113,0.28350099,0.01525941,0.008138352,0.007121058
CITY OF CHICAGO:WARD 41 PRECINCT 28,CITY OF CHICAGO:WARD 41 PRECINCT 28,CITY OF CHICAGO:Ward 41 Precinct 28,CITY OF CHICAGO,Ward 41 Precinct 28,0.852636121,0.08716025,0.014264664,0.033653522,0.015195415,0.000491333,0.4313,0.6533,0.3467,0.6743,0.1277,0,0.0501,0.1381,0.157038563,0.096756158,0.109407407,0.21331126,0.074965463,0.16827765,0.079500709,0.063756034,0.036986755,0.024331387,0.006216302,0.02589141,0.021067132,0.014400398,0.06273745,0.073135533,0.002869063,0.030511114,0.013272232,0.09222382,0.091129056,0.133269166,0.085424518,0.110061228,0.21346019,41028,-1.441343723,704,469,313,0.67704,0.303496417,142,0.26418,0.247748516,51,0.05248,0.174833755,36,0.00448,0.09562357,20,0.00108,0.059111431,12,0.00042,0.054856958,11,0.00032,0.035196893,7,525.9261399,521.9510405,9.267638444,3.420471105,5.847167338,0.017621559,0.00650371,0.011117849
MCHENRY:ALG 7,MCHENRY:ALGONQUIN ALG 07,MCHENRY:ALG 7,MCHENRY,ALG 7,0.669777088,0.252064152,0.020675792,0.029740619,0.037132273,0.000372288,0.2029,0.7222,0.2778,0.9254,0.0101,0,0.0387,0.0257,0.184097207,0.102211046,0.119416749,0.210406471,0.099198123,0.105861039,0.111542807,0.044837173,0.022429386,0.047969938,0.012691334,0.005338614,0.006561546,0.101042345,0.025289167,0.01219501,0.072560581,0.037103773,0.113642865,0.129661694,0.101818483,0.111676016,0.132447084,0.03621635,0.0537852,,-0.130103101,204,136,91,0.41204,0.278420735,38,0.5334,0.293706691,61,0.05206,0.18105499,37,0.00138,0.076622316,16,0.00044,0.049916733,10,0.0003,0.054320997,11,0.00038,0.034201229,7,390.0222155,388.6566036,3.434499714,0.693296392,2.741203322,0.008805908,0.001777582,0.007028326
MCHENRY:ALG 29,MCHENRY:ALGONQUIN ALG 29,MCHENRY:ALG 29,MCHENRY,ALG 29,0.746336925,0.149671289,0.046187074,0.047834847,0.017212336,0.001403444,0.197,0.7926,0.2074,0.8793,0.0251,0,0,0.0956,0.072232397,0.182637083,0.153017281,0.171509179,0.136919669,0.156604593,0.08563983,0.032324058,0.009115909,0.013136352,0.002239522,0.00410065,0.015364507,0.004172907,0.008204555,0.032664382,0.097526668,0.020334861,0.068151262,0.116935218,0.163252862,0.161714896,0.076973951,0.12620166,0.08902575,,-0.110865492,144,96,64,0.4127,0.278880946,27,0.5333,0.293998429,61,0.05106,0.179804765,37,0.00184,0.07625415,16,0.0004,0.049908739,10,0.00056,0.054347602,11,0.00014,0.034506305,7,236.27499,235.5864074,2.333600564,0.789191077,1.544409486,0.00987663,0.003340138,0.006536492
MCHENRY:ALG 25,MCHENRY:ALGONQUIN ALG 25,MCHENRY:ALG 25,MCHENRY,ALG 25,0.721850891,0.190851091,0.021968114,0.045892272,0.022978591,7.24E-05,0.1135,0.897,0.103,0.9698,0.0022,0,0,0.028,0.109497509,0.165219566,0.118731957,0.185160338,0.138188771,0.119809947,0.072236077,0.061341777,0.029814056,0.018563769,0.012876316,0.006666754,0.008491624,0.011339224,0.031442107,0.017055155,0.042054143,0.01818738,0.088983559,0.15001352,0.290856342,0.101114605,0.057010607,0.079113993,0.066230901,,-0.085219512,140,93,62,0.41136,0.279291434,26,0.5348,0.295520642,61,0.051,0.179092605,37,0.00168,0.076385473,16,0.00048,0.049081219,10,0.0004,0.054204585,11,0.00028,0.03409347,7,350.5757938,350.2475393,2.626035909,0.656508977,1.969526932,0.007490637,0.001872659,0.005617978
MCHENRY:ALG 24,MCHENRY:ALGONQUIN ALG 24,MCHENRY:ALG 24,MCHENRY,ALG 24,0.700055498,0.202872111,0.017580064,0.05754578,0.021341974,0.000105635,0.1121,0.7759,0.2241,0.892,0,0,0,0.0848,0.115742065,0.16493702,0.11399735,0.175489971,0.152359582,0.109593351,0.061891977,0.069944371,0.036044313,0.01650578,0.013745339,0.011567995,0.022775942,0.019686487,0.028270494,0.017430871,0.043035527,0.001366212,0.08482871,0.147620933,0.314276647,0.097564524,0.055136914,0.084747911,0.041439714,,0.118706148,113,75,50,0.417,0.27923392,21,0.53146,0.294409905,61,0.04872,0.178128049,37,0.00154,0.077473518,16,0.0006,0.050167211,10,0.0004,0.054400144,11,0.00028,0.03414037,7,273.0918533,272.5295564,1.861472791,0.193922378,1.667550413,0.006816288,0.000710099,0.006106189
MCHENRY:ALG 4,MCHENRY:ALGONQUIN ALG 04,MCHENRY:ALG 4,MCHENRY,ALG 4,0.687273204,0.228900902,0.021420913,0.024217901,0.042229911,9.07E-05,0.1414,0.6407,0.3593,0.8655,0.0407,0,0.017,0.0768,0.150372132,0.110135576,0.118739999,0.167734459,0.144978378,0.095009139,0.134191657,0.043451794,0.035386868,0.096929382,0.020783664,0.000237074,0.007580556,0.034329107,0.018077619,0.004271333,0.036589522,0.053827797,0.119783091,0.16399013,0.140419816,0.07279344,0.096277591,0.109205273,0.024904606,,-0.300102607,156,104,69,0.41376,0.278662401,29,0.53558,0.294115644,61,0.04796,0.177421337,37,0.00164,0.07797047,16,0.00062,0.049578068,10,0.00024,0.054403729,11,0.0002,0.034290839,7,275.0623973,274.1089349,2.38385082,0.477705597,1.906145224,0.008666582,0.001736717,0.006929865
MCHENRY:ALG 40,MCHENRY:ALGONQUIN ALG 40,MCHENRY:ALG 40,MCHENRY,ALG 40,0.847596726,0.073839543,0.00972279,0.04939463,0.008996065,0.002426626,0.3743,0.9515,0.0485,0.8139,0.0411,0,0,0.145,0.125175952,0.150431837,0.127594943,0.146722586,0.137962254,0.166931,0.110468538,0.03465329,5.96E-05,0.082433272,0,0,0.004365042,0.008714624,0,0.073813636,0.043409717,0.052071995,0.03524704,0.047897639,0.126183737,0.123832053,0.086979602,0.15663121,0.158420435,,-0.377743585,81,54,36,0.41398,0.279739668,15,0.53572,0.295072006,61,0.04784,0.176939702,36,0.00132,0.077816436,16,0.00052,0.04988372,10,0.0004,0.054203328,11,0.00022,0.034077195,7,143.4133997,143.0605992,1.234801719,0.529200737,0.705600982,0.008610086,0.003690037,0.004920049
MCHENRY:ALG 10,MCHENRY:ALGONQUIN ALG 10,MCHENRY:ALG 10,MCHENRY,ALG 10,0.787510229,0.116991103,0.032630092,0.048375928,0.013166802,0,0.291,0.3788,0.6212,0.8641,0.0112,0,0.0011,0.0886,0.106839573,0.142799521,0.147553169,0.137896616,0.178844155,0.102798888,0.074876718,0.067000623,0.041390737,0.023440289,0.051044466,0.002804416,0.014666822,0.011452194,0.028512442,0.036326757,0.003930253,0.108413267,0.107819366,0.171476323,0.099940653,0.180632785,0.048313539,0.051330324,0.059896106,,-0.227448614,86,57,38,0.41194,0.278720831,16,0.53728,0.295018205,61,0.0474,0.177761273,37,0.00206,0.076655824,16,0.0005,0.049583006,10,0.0005,0.055511696,11,0.00032,0.034222054,7,117.1493952,116.6935322,1.313507516,0.412071327,0.901436189,0.011212243,0.003517486,0.007694758
COOK:9600080,COOK:9600080,COOK:Wheeling Precinct 80,COOK,Wheeling Precinct 80,0.533655232,0.304418839,0.040944906,0.113924756,0.023597422,0.001412798,0.1205,0.5951,0.4049,0.9387,0.009,0,0.0022,0.0493,0.126623455,0.1676019,0.103196515,0.16278691,0.170591031,0.12020691,0.10866861,0.038641701,0.001682969,0.060341119,0.010083186,0.012830032,0.029222605,0.08962815,0.037473212,0.07411173,0.031233988,0.054001697,0.083429656,0.166210085,0.108090611,0.126912242,0.058733402,0.043033487,0.014664799,,0.031770477,264,176,117,0.41334,0.279342345,49,0.537,0.294426822,61,0.04712,0.178351632,37,0.00144,0.076563143,16,0.00048,0.049131194,10,0.00042,0.054935476,11,0.0002,0.035024355,7,463.7996418,461.8955202,6.638805954,3.694244295,2.944561659,0.014313952,0.007965173,0.00634878
