JoinField,JoinFieldAlt,estimated_turnout,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,median_pct_Abughazaleh,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh
CITY OF CHICAGO:WARD 50 PRECINCT 04,CITY OF CHICAGO:Ward 50 Precinct 04,299,0.0469,0.1768219406942032,53,0.80986,0.32095396204446386,96,0.13796,0.22184023218156185,66,0.00262,0.09574460509999053,29,0.00052,0.0540228296563426,16,0.00208,0.08479204781884192,25,6e-05,0.015558119980638198,5
CITY OF CHICAGO:WARD 50 PRECINCT 08,CITY OF CHICAGO:Ward 50 Precinct 08,185,0.05068,0.15348172610713795,28,0.59368,0.2727259454081098,50,0.33378,0.23895259702497657,44,0.00836,0.10786983465093089,20,0.00688,0.09889670745351452,18,0.00656,0.08822744951231169,16,6e-05,0.014284553806260536,3
CITY OF CHICAGO:WARD 50 PRECINCT 13,CITY OF CHICAGO:Ward 50 Precinct 13,364,0.05572,0.16754403301415408,61,0.77672,0.2987391733376582,109,0.15112,0.20737793370604315,75,0.00602,0.09801215126214266,36,0.00446,0.09242741346625745,34,0.0058,0.09632183702907864,35,0.00016,0.013855199341872203,5
CITY OF CHICAGO:WARD 50 PRECINCT 15,CITY OF CHICAGO:Ward 50 Precinct 15,358,0.051,0.16080133214547687,58,0.6857,0.28808609817698705,103,0.24686,0.22999315086613728,82,0.00694,0.10330506428537549,37,0.00406,0.08699934871814824,31,0.00532,0.09102991032400022,33,0.00012,0.013481369868442047,5
CITY OF CHICAGO:WARD 50 PRECINCT 17,CITY OF CHICAGO:Ward 50 Precinct 17,154,0.05396,0.1632442771247134,25,0.70346,0.2908556392503572,45,0.22752,0.22606942948412037,35,0.00642,0.1018641251198889,16,0.00448,0.09249745418765552,14,0.00408,0.08512129347280309,13,8e-05,0.014419084791787651,2
CITY OF CHICAGO:WARD 50 PRECINCT 19,CITY OF CHICAGO:Ward 50 Precinct 19,122,0.04894,0.15264545209935448,19,0.5943,0.27260583418395723,33,0.33608,0.23947056326449678,29,0.00842,0.10747292916272416,13,0.00598,0.09860715168589078,12,0.00618,0.08942277154185259,11,0.0001,0.013478345580751633,2
CITY OF CHICAGO:WARD 50 PRECINCT 20,CITY OF CHICAGO:Ward 50 Precinct 20,147,0.03544,0.14642748942645378,22,0.45118,0.26033659085037425,38,0.49664,0.2657332810259369,39,0.00848,0.11365466551225613,17,0.00526,0.10037628427591044,15,0.00284,0.0724674143786016,11,0.00016,0.015321739307695103,2
CITY OF CHICAGO:WARD 50 PRECINCT 21,CITY OF CHICAGO:Ward 50 Precinct 21,292,0.04092,0.14962551164904805,44,0.50716,0.2645043804336874,77,0.43332,0.25571219454910976,75,0.00862,0.11078730250136873,32,0.0059,0.09952341356271713,29,0.00392,0.07848052160086877,23,0.00016,0.014533648561693795,4
CITY OF CHICAGO:WARD 50 PRECINCT 23,CITY OF CHICAGO:Ward 50 Precinct 23,301,0.10048,0.17659602266289354,53,0.49084,0.2554329125483743,77,0.38746,0.24190522333367032,73,0.00816,0.10034866769829956,30,0.00656,0.09709419266429986,29,0.00626,0.0892285672757829,27,0.00024,0.013083804155896828,4
CITY OF CHICAGO:WARD 50 PRECINCT 26,CITY OF CHICAGO:Ward 50 Precinct 26,120,0.1189,0.18253922322610217,22,0.5899,0.2652669105591564,32,0.26538,0.22069270525816248,26,0.00724,0.095031743722293,11,0.00716,0.09537211657380595,11,0.0112,0.10317250771225844,12,0.00022,0.011604470740174355,1
CITY OF CHICAGO:WARD 40 PRECINCT 01,CITY OF CHICAGO:Ward 40 Precinct 01,376,0.04612,0.181793164860435,68,0.86602,0.33023166693311673,124,0.08182,0.20247971028444461,76,0.00234,0.09118246940956601,34,0.00072,0.05300775703743673,20,0.00292,0.0966739914689406,36,6e-05,0.014670216716307754,6
CITY OF CHICAGO:WARD 40 PRECINCT 07,CITY OF CHICAGO:Ward 40 Precinct 07,397,0.02366,0.13733943961878142,55,0.40506,0.25933449178541607,103,0.54152,0.2769790896719359,110,0.0278,0.15473228511649842,61,0.00138,0.07600102106239118,30,0.00046,0.03785740916635517,15,0.00012,0.028429046440250988,11
CITY OF CHICAGO:WARD 40 PRECINCT 10,CITY OF CHICAGO:Ward 40 Precinct 10,549,0.03952,0.14850611099686756,82,0.49952,0.2645588289774824,145,0.441,0.2562648135941118,141,0.00978,0.11185787456053178,61,0.00584,0.09941613485575285,55,0.00418,0.07758557198101843,43,0.00016,0.015920641773381698,9
CITY OF CHICAGO:WARD 40 PRECINCT 14,CITY OF CHICAGO:Ward 40 Precinct 14,219,0.02082,0.1347494471155373,30,0.36412,0.25645676103625176,56,0.58336,0.28386651437469324,62,0.02986,0.15939193601438878,35,0.00132,0.07397100047775776,16,0.0003,0.0306143505118425,7,0.00022,0.029186342063274667,6
CITY OF CHICAGO:WARD 40 PRECINCT 21,CITY OF CHICAGO:Ward 40 Precinct 21,426,0.02108,0.13553539036048362,58,0.36828,0.2558059731992213,109,0.57984,0.2832580263568066,121,0.02918,0.1595829778679313,68,0.00124,0.07406728441846139,32,0.00024,0.03004123210959259,13,0.00014,0.029248826064326508,12
CITY OF CHICAGO:WARD 46 PRECINCT 11,CITY OF CHICAGO:Ward 46 Precinct 11,586,0.02102,0.1350792882655179,79,0.3604,0.255928428481098,150,0.58748,0.2842301870131625,167,0.02936,0.1593701385654635,93,0.0013,0.07398066256258459,43,0.00034,0.030418302638889207,18,0.0001,0.02935896047958163,17
CITY OF CHICAGO:WARD 46 PRECINCT 13,CITY OF CHICAGO:Ward 46 Precinct 13,272,0.02124,0.13445401674322532,37,0.36444,0.2559841990463286,70,0.58416,0.28331001064515354,77,0.0285,0.15930367401396556,43,0.00108,0.0746017370484926,20,0.00048,0.030562385631798524,8,0.0001,0.029902746206974196,8
CITY OF CHICAGO:WARD 46 PRECINCT 14,CITY OF CHICAGO:Ward 46 Precinct 14,170,0.0201,0.13521407925295775,23,0.36738,0.2562532188195536,44,0.5807,0.2834186698214679,48,0.03002,0.1596891107875576,27,0.00144,0.07364373172592131,13,0.00028,0.03041634425209181,5,8e-05,0.029064647816133774,5
CITY OF CHICAGO:WARD 46 PRECINCT 16,CITY OF CHICAGO:Ward 46 Precinct 16,657,0.0245,0.13833108815730466,91,0.43216,0.2624942841351808,172,0.50886,0.2714188051005465,178,0.03256,0.15654503409312046,103,0.00138,0.0737788122991283,48,0.00044,0.03765347670866061,25,0.0001,0.02885825988179497,19
CITY OF CHICAGO:WARD 46 PRECINCT 19,CITY OF CHICAGO:Ward 46 Precinct 19,466,0.02272,0.1367523168174799,64,0.39766,0.2587976490042337,121,0.54708,0.27777502752555383,129,0.03054,0.15827225346659496,74,0.00142,0.07407259863871608,35,0.00046,0.03425177766478334,16,0.00012,0.029397231788300317,14
CITY OF CHICAGO:WARD 46 PRECINCT 22,CITY OF CHICAGO:Ward 46 Precinct 22,412,0.02248,0.1373211423778679,57,0.40706,0.25987742943026804,107,0.5381,0.27637499492878903,114,0.03014,0.15835896241571912,65,0.0016,0.07376974797343136,30,0.00038,0.034679388657668744,14,0.00024,0.02889627083538055,12
CITY OF CHICAGO:WARD 46 PRECINCT 23,CITY OF CHICAGO:Ward 46 Precinct 23,383,0.02306,0.13682541973433265,52,0.41382,0.26095663404760217,100,0.53046,0.2757715960558788,106,0.03072,0.15822392433215626,61,0.00128,0.07339312801696787,28,0.0006,0.03549619919426304,14,6e-05,0.02920480662841711,11
CITY OF CHICAGO:WARD 47 PRECINCT 03,CITY OF CHICAGO:Ward 47 Precinct 03,427,0.02112,0.13485656856681316,58,0.36432,0.2560383168875292,109,0.58458,0.2835779825088708,121,0.02812,0.1593559783523472,68,0.0013,0.07455643523469013,32,0.00044,0.03006673519590162,13,0.00012,0.029379619694978477,13
CITY OF CHICAGO:WARD 47 PRECINCT 04,CITY OF CHICAGO:Ward 47 Precinct 04,578,0.02284,0.13681711484110728,79,0.39368,0.25864472435550845,149,0.5521,0.2790530100715441,161,0.02988,0.15785796813412642,91,0.00082,0.0736578254572888,43,0.00044,0.03342250213612131,19,0.00024,0.029341670525155305,17
CITY OF CHICAGO:WARD 48 PRECINCT 01,CITY OF CHICAGO:Ward 48 Precinct 01,560,0.02316,0.1368253315904207,77,0.40228,0.259871518776734,146,0.542,0.2770885077933305,155,0.0307,0.15841516531611355,89,0.00112,0.07396705955526359,41,0.00058,0.03427358465868929,19,0.00016,0.029362983939412057,16
CITY OF CHICAGO:WARD 48 PRECINCT 07,CITY OF CHICAGO:Ward 48 Precinct 07,482,0.0259,0.1393279171827839,67,0.4253,0.2608916923251664,126,0.52132,0.2730461974909685,132,0.02408,0.1484337712700114,72,0.00262,0.07956710957076985,38,0.00072,0.044614110577862756,22,6e-05,0.026065581019435225,13
CITY OF CHICAGO:WARD 48 PRECINCT 21,CITY OF CHICAGO:Ward 48 Precinct 21,491,0.02978,0.1423346253640249,70,0.52442,0.27054067159960715,133,0.41086,0.25654777341506046,126,0.03236,0.15401380433168765,76,0.00134,0.07235503540918767,36,0.00106,0.048051969139187634,24,0.00018,0.028200210131190947,14
CITY OF CHICAGO:WARD 48 PRECINCT 25,CITY OF CHICAGO:Ward 48 Precinct 25,508,0.02182,0.13651424308462096,69,0.3917,0.25846641459603203,131,0.55434,0.2790266428909557,142,0.03024,0.15890664262084475,81,0.00124,0.0742368436620533,38,0.00054,0.03278993351135832,17,0.00012,0.02879152211824925,15
CITY OF CHICAGO:WARD 48 PRECINCT 28,CITY OF CHICAGO:Ward 48 Precinct 28,339,0.03508,0.145109625148731,49,0.44514,0.2607280909045784,88,0.5019,0.2670496064334097,91,0.01078,0.1202857694436334,41,0.00484,0.0965109377737094,33,0.0022,0.06732469980258586,23,6e-05,0.017252386925064447,6
CITY OF CHICAGO:WARD 48 PRECINCT 30,CITY OF CHICAGO:Ward 48 Precinct 30,513,0.02436,0.13841402855006357,71,0.42218,0.2614744900288335,134,0.51946,0.27383028018188454,140,0.03166,0.15809647531695897,81,0.0014,0.07306858620931131,37,0.00078,0.03641938356188213,19,0.00016,0.029234879759911472,15
CITY OF CHICAGO:WARD 48 PRECINCT 31,CITY OF CHICAGO:Ward 48 Precinct 31,394,0.02248,0.13567207375879614,53,0.3773,0.2572394432197427,101,0.5687,0.28114929145428225,111,0.02972,0.1592812839105902,63,0.00128,0.07361979897425576,29,0.00038,0.03238576578729915,13,0.00014,0.029341718093563895,12
CITY OF CHICAGO:WARD 48 PRECINCT 34,CITY OF CHICAGO:Ward 48 Precinct 34,380,0.0194,0.13544512109226572,51,0.36574,0.25638605505720824,97,0.58198,0.2836924570969793,108,0.03106,0.1595930992303885,61,0.00136,0.07375833119329148,28,0.00042,0.03042776935608689,12,4e-05,0.029330929893838946,11
CITY OF CHICAGO:WARD 48 PRECINCT 35,CITY OF CHICAGO:Ward 48 Precinct 35,635,0.02376,0.1371913667875158,87,0.41868,0.2610289507377927,166,0.52488,0.2749990625983051,175,0.0306,0.1575459404754311,100,0.0013,0.07297032366704956,46,0.0006,0.03611378202916908,23,0.00018,0.029291687861699257,19
CITY OF CHICAGO:WARD 49 PRECINCT 02,CITY OF CHICAGO:Ward 49 Precinct 02,532,0.03104,0.14278751358424885,76,0.52874,0.27107161840434596,144,0.40456,0.25612542308399366,136,0.03282,0.1547054890408904,82,0.00162,0.07212360669919404,38,0.00106,0.048048299418815256,26,0.00016,0.02763293115708886,15
CITY OF CHICAGO:WARD 49 PRECINCT 03,CITY OF CHICAGO:Ward 49 Precinct 03,759,0.03084,0.14310564756743593,109,0.52832,0.2710825879746027,206,0.40554,0.25623462981117956,194,0.0326,0.15453572714488165,117,0.00164,0.07170624188008942,54,0.0009,0.04806895892940015,36,0.00016,0.02771374643505873,21
CITY OF CHICAGO:WARD 49 PRECINCT 08,CITY OF CHICAGO:Ward 49 Precinct 08,652,0.02162,0.13677694540248186,89,0.39422,0.25880519242935285,169,0.55134,0.2784485977132134,182,0.0307,0.1583327480091751,103,0.00154,0.07375589650371023,48,0.0004,0.0340867777111084,22,0.00018,0.029580334904877312,19
CITY OF CHICAGO:WARD 49 PRECINCT 09,CITY OF CHICAGO:Ward 49 Precinct 09,596,0.02244,0.13641743860581074,81,0.38052,0.25756543928748143,154,0.56552,0.28072035758714753,167,0.0296,0.15900937027005832,95,0.0013,0.0735969560974868,44,0.00052,0.03173687555353924,19,0.0001,0.029575432011059846,18
CITY OF CHICAGO:WARD 49 PRECINCT 10,CITY OF CHICAGO:Ward 49 Precinct 10,484,0.02928,0.14137094501645006,68,0.45084,0.2629176664589744,127,0.4954,0.2689362534638836,130,0.02104,0.14242616931286367,69,0.00214,0.08259140089097905,40,0.00112,0.05029682307862959,24,0.00018,0.023548430264019468,11
CITY OF CHICAGO:WARD 49 PRECINCT 11,CITY OF CHICAGO:Ward 49 Precinct 11,480,0.02548,0.13736705361244583,66,0.42102,0.26178006068426174,126,0.52102,0.2737512435980136,131,0.03058,0.15715081408180928,75,0.00116,0.07398495326736945,36,0.0006,0.03717605988461252,18,0.00014,0.028726642906823717,14
CITY OF CHICAGO:WARD 49 PRECINCT 12,CITY OF CHICAGO:Ward 49 Precinct 12,433,0.025,0.13805369230469378,60,0.4318,0.2624744007611861,114,0.50952,0.2727082368413018,118,0.03146,0.1574682725641289,68,0.00152,0.07283395099627041,32,0.00058,0.03730817148583657,16,0.00012,0.02928635327991801,13
CITY OF CHICAGO:WARD 49 PRECINCT 13,CITY OF CHICAGO:Ward 49 Precinct 13,632,0.0242,0.1369699912038076,87,0.3986,0.2595944904014675,164,0.54556,0.27766626763882446,175,0.02996,0.1582702500066845,100,0.00114,0.07297019519115533,46,0.0004,0.0341145455928369,22,0.00014,0.02930232083114009,19
CITY OF CHICAGO:WARD 49 PRECINCT 14,CITY OF CHICAGO:Ward 49 Precinct 14,815,0.02452,0.13825337257839704,113,0.43382,0.2625007683224845,214,0.5078,0.27194062988447576,222,0.03148,0.15726710488169515,128,0.00138,0.07359073513573393,60,0.00084,0.03821278372803312,31,0.00016,0.028277422389362098,23
CITY OF CHICAGO:WARD 49 PRECINCT 15,CITY OF CHICAGO:Ward 49 Precinct 15,688,0.02334,0.13784345105659998,95,0.41986,0.26135610400044873,180,0.52374,0.274253872638473,189,0.03088,0.15796944093508114,109,0.00132,0.0730254422402199,50,0.00064,0.03592732485654841,25,0.00022,0.029247754187001186,20
CITY OF CHICAGO:WARD 50 PRECINCT 07,CITY OF CHICAGO:Ward 50 Precinct 07,507,0.03564,0.14885741221932464,75,0.5863,0.27683324810712295,140,0.35318,0.24765594851301892,126,0.02034,0.13704960603377309,69,0.0023,0.07739737547645378,39,0.00212,0.06320983703416516,32,0.00012,0.022563165987947196,11
CITY OF CHICAGO:WARD 50 PRECINCT 24,CITY OF CHICAGO:Ward 50 Precinct 24,334,0.11776,0.1829311213242932,61,0.59252,0.2657886931962753,89,0.26384,0.2203757009101418,74,0.00758,0.09509847432054479,32,0.00714,0.09491185189596393,32,0.01104,0.10233365107645546,34,0.00012,0.012102205273358022,4
CITY OF CHICAGO:WARD 50 PRECINCT 25,CITY OF CHICAGO:Ward 50 Precinct 25,83,0.05602,0.16748938267194866,14,0.77178,0.2985677847830848,25,0.15504,0.2089827364230638,17,0.00596,0.09836071945369534,8,0.0048,0.09160491575085902,8,0.00622,0.09613530096969,8,0.00018,0.013701013334987633,1
CITY OF CHICAGO:WARD 49 PRECINCT 07,CITY OF CHICAGO:Ward 49 Precinct 07,693,0.0202,0.1358317142710983,94,0.36424,0.25623916242362593,178,0.58372,0.2839417014172123,197,0.03036,0.1594768852354625,111,0.00104,0.07372233416064057,51,0.00038,0.03020199574381813,21,6e-05,0.029464079421292196,20
CITY OF CHICAGO:WARD 48 PRECINCT 12,CITY OF CHICAGO:Ward 48 Precinct 12,526,0.02358,0.13757326707390138,72,0.40526,0.25937279716113415,136,0.53886,0.2762428741402803,145,0.03038,0.15806101862186478,83,0.0013,0.07390339672454471,39,0.00046,0.03529327609962364,19,0.00016,0.02886285961940556,15
CITY OF CHICAGO:WARD 48 PRECINCT 13,CITY OF CHICAGO:Ward 48 Precinct 13,391,0.04194,0.15782892623339329,62,0.7329,0.29808101178924257,117,0.19854,0.22407275550264147,88,0.02418,0.14442041990129234,56,0.00112,0.06533841276747313,26,0.00112,0.05452084693916187,21,0.0002,0.02797084667127763,11
CITY OF CHICAGO:WARD 48 PRECINCT 14,CITY OF CHICAGO:Ward 48 Precinct 14,335,0.02436,0.1374181271108929,46,0.41028,0.26041692511864045,87,0.53148,0.2758599228309263,92,0.03188,0.15790993451928248,53,0.00136,0.07385426425923658,25,0.00056,0.035671596234728896,12,8e-05,0.028665586737135956,10
CITY OF CHICAGO:WARD 48 PRECINCT 32,CITY OF CHICAGO:Ward 48 Precinct 32,311,0.02364,0.13666674992572708,43,0.41378,0.26046725797893033,81,0.53092,0.27504955360523003,86,0.02986,0.1584148432124562,49,0.00128,0.07450315391186653,23,0.00036,0.035176785522776095,11,0.00016,0.02927534014296771,9
CITY OF CHICAGO:WARD 50 PRECINCT 09,CITY OF CHICAGO:Ward 50 Precinct 09,119,0.0668,0.1772424369274172,21,0.80058,0.3057315235947422,36,0.11984,0.20165005564155203,24,0.00508,0.09731145452793587,12,0.0032,0.08611353021962426,10,0.00422,0.09238839549584123,11,0.00028,0.013254477662995008,2
CITY OF CHICAGO:WARD 50 PRECINCT 11,CITY OF CHICAGO:Ward 50 Precinct 11,327,0.09312,0.17546145106701672,57,0.45204,0.2517640566258382,82,0.43434,0.24875553725604793,81,0.00774,0.10247917574390442,34,0.00714,0.0968963299889515,32,0.00558,0.0849393911968789,28,4e-05,0.013359836297691224,4
CITY OF CHICAGO:WARD 50 PRECINCT 12,CITY OF CHICAGO:Ward 50 Precinct 12,191,0.0372,0.1479695366716468,28,0.47294,0.2618400386400765,50,0.47338,0.2621116372144743,50,0.00808,0.11266599723265197,22,0.005,0.09977189251841988,19,0.0033,0.07499733815328521,14,0.0001,0.014829085734359686,3
CITY OF CHICAGO:WARD 50 PRECINCT 14,CITY OF CHICAGO:Ward 50 Precinct 14,69,0.03734,0.14651718421328985,10,0.45518,0.26026960934630883,18,0.48936,0.26429421861357616,18,0.00906,0.11317774159868078,8,0.00544,0.09993625164325906,7,0.0035,0.0735624381919251,5,0.00012,0.01561949467572368,1
CITY OF CHICAGO:WARD 50 PRECINCT 16,CITY OF CHICAGO:Ward 50 Precinct 16,85,0.06646,0.17655425661654772,15,0.80294,0.30665588643817426,26,0.11736,0.20127247855962394,17,0.00476,0.09712328908095919,8,0.00362,0.08651188435109025,7,0.00474,0.09211072523467134,8,0.00012,0.013310571020325193,1
CITY OF CHICAGO:WARD 50 PRECINCT 18,CITY OF CHICAGO:Ward 50 Precinct 18,81,0.05268,0.1616844779187494,13,0.67732,0.2877160493861447,23,0.2547,0.23118656704935137,19,0.00676,0.10356705676694507,8,0.00446,0.0930222081405436,8,0.00384,0.08186908086743802,7,0.00024,0.01537444797939223,1
CITY OF CHICAGO:WARD 50 PRECINCT 27,CITY OF CHICAGO:Ward 50 Precinct 27,68,0.06538,0.17683720691880983,12,0.80062,0.3055641951049661,21,0.12114,0.20159018047308905,14,0.00466,0.0974707292128828,7,0.00338,0.08691446986584489,6,0.00474,0.09223902112754605,6,8e-05,0.013169982363927751,1
COOK:8200007,COOK:Niles Precinct 7,383,0.0415,0.19594529876552108,75,0.9338,0.35647503846636086,137,0.02178,0.17075340407916023,65,0.00072,0.08104480902811396,31,0.0002,0.04582874105828147,18,0.00198,0.10290811110161326,39,2e-05,0.01365680675509289,5
COOK:8200002,COOK:Niles Precinct 2,228,0.11644,0.18223630659267026,42,0.58816,0.2649577363768882,60,0.26902,0.2210217192782852,50,0.0071,0.09572048019191406,22,0.00768,0.09587333500610012,22,0.01136,0.1033174053793049,24,0.00024,0.011413573163399932,3
COOK:8200026,COOK:Niles Precinct 26,243,0.057,0.16765601540189046,41,0.77488,0.29868195598642655,73,0.15204,0.20812159843235167,51,0.00546,0.09801617997528785,24,0.00458,0.09148420262817467,22,0.0058,0.09557578392973229,23,0.00024,0.01436661643170608,3
COOK:8200053,COOK:Niles Precinct 53,363,0.05714,0.168229637847306,61,0.77436,0.2990397820314812,109,0.15138,0.20785813954256657,75,0.00514,0.09825436766755338,36,0.0054,0.09145482214922118,33,0.00654,0.09552826566782174,35,4e-05,0.01429616578806019,5
COOK:8200059,COOK:Niles Precinct 59,356,0.04118,0.1952548262045259,70,0.93362,0.35654746270674026,127,0.02196,0.17031161577140114,61,0.00094,0.0814248412766746,29,0.00024,0.04647716552520225,17,0.00204,0.10385720647613988,37,2e-05,0.013978897029647266,5
COOK:8300027,COOK:Northfield Precinct 27,238,0.04096,0.19611608882887832,47,0.93478,0.3567472470381422,85,0.0208,0.16995108542248244,40,0.00102,0.08152443013430616,19,0.00016,0.04587190846004505,11,0.00228,0.10300853417634112,25,0.0,0.014505499590868203,3
COOK:8300033,COOK:Northfield Precinct 33,137,0.04192,0.19554733474985764,27,0.93344,0.3563994580571154,49,0.02182,0.17029661427990261,23,0.00088,0.08190405594693365,11,0.00018,0.04589278517630749,6,0.00174,0.10325307131226817,14,2e-05,0.01439485225609744,2
COOK:8300043,COOK:Northfield Precinct 43,296,0.0426,0.19849639776473432,59,0.93472,0.35806537517457376,106,0.01998,0.16828504198011202,50,0.00074,0.08153734457043373,24,0.0002,0.044256834187246546,13,0.00176,0.10213586427036533,30,0.0,0.014929214264212336,4
COOK:8300049,COOK:Northfield Precinct 49,199,0.0409,0.1958802489017743,39,0.93446,0.356385670608686,71,0.02122,0.1709375177102717,34,0.00094,0.08102480500412951,16,0.00026,0.04571408172329053,9,0.00216,0.10404851538172535,21,6e-05,0.01446155740846124,3
COOK:8300051,COOK:Northfield Precinct 51,662,0.1085,0.21603265294872137,143,0.84092,0.32660724535560404,216,0.04494,0.17913474717767425,119,0.0011,0.07800749675562482,52,0.00022,0.04554363025712585,30,0.00426,0.10960278907827962,73,6e-05,0.011580993607437697,8
COOK:8300053,COOK:Northfield Precinct 53,276,0.0444,0.19902344921952525,55,0.93514,0.3584320296662487,99,0.01798,0.16783592056169427,46,0.00076,0.0812566431444666,22,0.00016,0.044596805669300216,12,0.00152,0.10170926638934896,28,4e-05,0.01393946826953978,4
